CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
CUST_000871,Female,63,45,77
CUST_000872,Female,40,59,24
CUST_000873,Female,55,25,17
CUST_000874,Male,50,57,83
CUST_000875,Female,63,78,20
CUST_000876,Male,48,46,86
CUST_000877,Male,65,54,16
CUST_000878,Male,66,49,77
CUST_000879,Female,41,49,26
CUST_000880,Male,28,86,4
CUST_000881,Female,47,74,90
CUST_000882,Male,33,36,10
CUST_000883,Male,31,66,35
CUST_000884,Female,67,49,41
CUST_000885,Female,62,57,96
CUST_000886,Female,34,63,49
CUST_000887,Female,28,94,81
CUST_000888,Male,32,61,67
CUST_000889,Male,50,19,95
CUST_000890,Male,41,26,73
CUST_000891,Female,27,42,94
CUST_000892,Male,48,70,34
CUST_000893,Male,27,55,3
CUST_000894,Male,34,59,69
CUST_000895,Female,20,92,31
CUST_000896,Female,18,71,17
CUST_000897,Male,61,70,64
CUST_000898,Female,53,33,7
CUST_000899,Male,32,48,46
CUST_000900,Female,37,60,5
CUST_000901,Female,60,73,46
CUST_000902,Male,65,35,6
CUST_000903,Female,66,55,14
CUST_000904,Male,36,73,49
CUST_000905,Female,39,103,22
CUST_000906,Female,52,29,11
CUST_000907,Female,49,50,4
CUST_000908,Female,65,59,78
CUST_000909,Female,20,27,51
CUST_000910,Male,40,45,47
CUST_000911,Female,63,52,65
CUST_000912,Female,52,61,59
CUST_000913,Male,25,48,40
CUST_000914,Male,50,51,29
CUST_000915,Female,45,55,40
CUST_000916,Female,21,63,40
CUST_000917,Male,69,62,7
CUST_000918,Male,20,57,91
CUST_000919,Female,69,90,21
CUST_000920,Male,30,93,66
CUST_000921,Female,29,57,47
CUST_000922,Female,31,44,32
CUST_000923,Female,25,77,55
CUST_000924,Female,52,29,98
CUST_000925,Male,31,46,24
CUST_000926,Male,19,62,46
CUST_000927,Male,33,55,19
CUST_000928,Female,21,44,58
CUST_000929,Male,69,39,74
CUST_000930,Male,48,65,97
CUST_000931,Female,52,62,15
CUST_000932,Male,28,69,22
CUST_000933,Female,47,42,12
CUST_000934,Female,42,49,68
CUST_000935,Male,56,42,17
CUST_000936,Male,35,30,31
CUST_000937,Male,42,33,19
CUST_000938,Female,68,67,74
CUST_000939,Female,22,83,95
CUST_000940,Male,35,15,52
CUST_000941,Male,26,35,43
CUST_000942,Male,47,68,77
CUST_000943,Female,62,82,29
CUST_000944,Male,30,73,24
CUST_000945,Female,33,58,83
CUST_000946,Male,20,60,61
CUST_000947,Female,61,36,63
CUST_000948,Male,40,15,18
CUST_000949,Female,43,95,32
CUST_000950,Female,52,73,49
CUST_000951,Female,66,54,16
CUST_000952,Female,50,71,27
CUST_000953,Female,60,39,43
CUST_000954,Female,29,66,28
CUST_000955,Male,20,70,79
CUST_000956,Male,40,75,89
CUST_000957,Male,58,78,50
CUST_000958,Male,65,69,87
CUST_000959,Male,50,15,6
CUST_000960,Male,65,103,89
CUST_000961,Male,23,103,28
CUST_000962,Female,65,65,31
CUST_000963,Male,46,49,53
CUST_000964,Female,25,101,12
CUST_000965,Female,60,67,59
CUST_000966,Male,58,86,29
CUST_000967,Female,53,86,89
CUST_000968,Male,63,82,42
CUST_000969,Male,43,74,50
CUST_000970,Male,33,74,69
CUST_000971,Male,36,85,8
CUST_000972,Male,23,69,94
CUST_000973,Male,62,78,81
CUST_000974,Female,61,75,66
CUST_000975,Female,28,65,59
CUST_000976,Female,51,16,91
CUST_000977,Male,52,53,53
CUST_000978,Male,21,44,92
CUST_000979,Male,60,54,34
CUST_000980,Female,43,58,31
CUST_000981,Male,67,70,58
CUST_000982,Male,39,64,20
CUST_000983,Female,23,54,88
CUST_000984,Female,35,73,9
CUST_000985,Male,54,68,8
CUST_000986,Male,47,65,12
CUST_000987,Male,26,41,14
CUST_000988,Female,38,87,82
CUST_000989,Male,56,54,41
CUST_000990,Female,47,76,8
CUST_000991,Female,31,81,70
CUST_000992,Female,21,84,89
CUST_000993,Male,59,63,42
CUST_000994,Male,65,65,28
CUST_000995,Male,50,43,60
CUST_000996,Male,29,40,80
CUST_000997,Female,23,34,56
CUST_000998,Male,21,72,79
CUST_000999,Female,24,57,82
CUST_001000,Male,51,87,7
CUST_001001,Male,21,76,39
CUST_001002,Male,67,39,11
CUST_001003,Female,27,89,64
CUST_001004,Male,35,47,36
CUST_001005,Female,44,66,68
CUST_001006,Male,48,59,6
CUST_001007,Male,40,43,96
CUST_001008,Male,45,64,82
CUST_001009,Female,37,45,2
CUST_001010,Female,19,85,75
CUST_001011,Male,18,22,30
CUST_001012,Male,31,32,48
CUST_001013,Male,41,71,72
CUST_001014,Female,56,41,77
CUST_001015,Female,38,94,6
CUST_001016,Male,54,57,23
CUST_001017,Male,65,41,57
CUST_001018,Male,20,52,33
CUST_001019,Male,64,55,11
CUST_001020,Male,26,64,53
CUST_001021,Female,57,56,46
CUST_001022,Male,53,66,70
CUST_001023,Male,25,68,21
CUST_001024,Female,59,75,87
CUST_001025,Female,33,52,80
CUST_001026,Female,26,51,52
CUST_001027,Male,34,84,60
CUST_001028,Female,63,64,72
CUST_001029,Male,29,48,18
CUST_001030,Male,54,57,39
CUST_001031,Female,64,46,23
CUST_001032,Male,63,64,50
CUST_001033,Female,37,92,12
CUST_001034,Female,37,90,27
CUST_001035,Male,64,72,12
CUST_001036,Male,30,58,69
CUST_001037,Female,43,59,12
CUST_001038,Male,58,108,41
CUST_001039,Female,59,66,31
CUST_001040,Male,36,88,12
CUST_001041,Female,54,58,55
CUST_001042,Male,22,80,37
CUST_001043,Male,37,48,3
CUST_001044,Female,63,58,31
CUST_001045,Female,57,54,56
CUST_001046,Male,37,66,38
CUST_001047,Male,29,86,14
CUST_001048,Male,31,95,39
CUST_001049,Female,33,54,5
CUST_001050,Male,18,58,64
CUST_001051,Female,69,71,100
CUST_001052,Female,55,58,6
CUST_001053,Male,18,48,4
CUST_001054,Female,28,50,23
CUST_001055,Female,54,69,54
CUST_001056,Male,62,40,36
CUST_001057,Female,27,41,12
CUST_001058,Male,47,30,2
CUST_001059,Female,20,74,31
CUST_001060,Male,68,69,1
CUST_001061,Female,37,51,31
CUST_001062,Male,48,92,15
CUST_001063,Female,58,82,51
CUST_001064,Male,59,15,71
CUST_001065,Female,41,80,34
CUST_001066,Male,21,71,86
CUST_001067,Male,59,56,96
CUST_001068,Male,64,42,51
CUST_001069,Male,28,55,67
CUST_001070,Male,21,77,36
CUST_001071,Female,64,74,74
CUST_001072,Female,68,40,88
CUST_001073,Male,67,72,20
CUST_001074,Female,39,62,52
CUST_001075,Male,24,28,81
CUST_001076,Male,68,38,87
CUST_001077,Male,47,49,74
CUST_001078,Female,18,56,39
CUST_001079,Female,20,54,49
CUST_001080,Female,62,56,82
CUST_001081,Female,19,49,32
CUST_001082,Female,33,66,83
CUST_001083,Male,30,58,94
CUST_001084,Female,47,81,24
CUST_001085,Female,46,48,60
CUST_001086,Female,41,15,79
CUST_001087,Male,41,76,34
CUST_001088,Male,68,68,4
CUST_001089,Female,32,56,35
CUST_001090,Female,42,70,82
CUST_001091,Female,39,56,54
CUST_001092,Male,60,55,50
CUST_001093,Female,49,81,57
CUST_001094,Female,36,79,93
CUST_001095,Male,68,60,87
CUST_001096,Female,61,72,15
CUST_001097,Female,64,48,27
CUST_001098,Female,22,73,95
CUST_001099,Female,35,52,16
CUST_001100,Female,30,94,67
CUST_001101,Male,60,85,91
CUST_001102,Female,31,92,39
CUST_001103,Male,31,48,79
CUST_001104,Female,59,65,12
CUST_001105,Male,26,54,70
CUST_001106,Male,24,49,78
CUST_001107,Female,30,29,9
CUST_001108,Male,52,65,48
CUST_001109,Male,52,57,92
CUST_001110,Female,69,60,26
CUST_001111,Male,26,95,63
CUST_001112,Female,49,99,18
CUST_001113,Male,42,97,79
CUST_001114,Male,34,63,72
CUST_001115,Female,47,65,53
CUST_001116,Male,69,68,92
CUST_001117,Male,19,44,85
CUST_001118,Female,61,44,25
CUST_001119,Female,29,25,58
CUST_001120,Female,69,101,81
CUST_001121,Male,65,53,38
CUST_001122,Female,39,51,79
CUST_001123,Male,50,81,79
CUST_001124,Male,50,52,37
CUST_001125,Female,64,66,2
CUST_001126,Male,34,41,12
CUST_001127,Female,58,71,82
CUST_001128,Female,37,96,88
CUST_001129,Female,52,78,8
CUST_001130,Female,66,86,57
CUST_001131,Male,67,89,42
CUST_001132,Male,69,50,90
CUST_001133,Male,28,57,47
CUST_001134,Male,61,67,90
CUST_001135,Female,60,86,47
CUST_001136,Male,49,60,6
CUST_001137,Female,19,35,60
CUST_001138,Female,67,84,17
CUST_001139,Male,38,71,8
CUST_001140,Female,50,40,68
CUST_001141,Male,66,63,55
CUST_001142,Male,53,58,4
CUST_001143,Male,64,63,66
CUST_001144,Female,19,83,97
CUST_001145,Male,61,35,56
CUST_001146,Female,65,66,55
CUST_001147,Male,33,70,40
CUST_001148,Male,54,25,84
CUST_001149,Female,38,50,41
CUST_001150,Male,65,75,84
CUST_001151,Male,44,63,100
CUST_001152,Female,28,101,88
CUST_001153,Male,42,52,52
CUST_001154,Male,27,18,41
CUST_001155,Male,41,68,45
CUST_001156,Female,43,60,76
CUST_001157,Male,55,93,67
CUST_001158,Male,48,76,53
CUST_001159,Female,19,16,100
CUST_001160,Male,24,54,40
CUST_001161,Male,41,54,54
CUST_001162,Female,59,78,81
CUST_001163,Female,32,85,65
CUST_001164,Male,66,97,67
CUST_001165,Female,54,35,60
CUST_001166,Male,51,73,22
CUST_001167,Female,45,110,45
CUST_001168,Female,69,54,53
CUST_001169,Male,39,86,89
CUST_001170,Male,59,50,46
CUST_001171,Female,21,25,44
CUST_001172,Female,18,59,94
CUST_001173,Female,59,84,33
CUST_001174,Female,68,41,96
CUST_001175,Female,52,50,44
CUST_001176,Male,57,59,19
CUST_001177,Male,48,60,29
CUST_001178,Female,58,79,71
CUST_001179,Male,49,49,78
CUST_001180,Male,32,113,18
CUST_001181,Male,59,43,100
CUST_001182,Female,64,23,27
CUST_001183,Female,58,81,69
CUST_001184,Female,35,51,88
CUST_001185,Male,63,97,83
CUST_001186,Female,41,15,12
CUST_001187,Female,50,76,65
CUST_001188,Male,54,27,99
CUST_001189,Female,19,80,75
CUST_001190,Male,39,73,79
CUST_001191,Female,39,56,38
CUST_001192,Male,30,49,26
CUST_001193,Male,39,37,79
CUST_001194,Male,49,67,47
CUST_001195,Female,47,90,89
CUST_001196,Male,34,38,87
CUST_001197,Male,49,31,75
CUST_001198,Male,64,95,22
CUST_001199,Male,30,41,62
CUST_001200,Male,46,22,17
CUST_001201,Female,35,65,99
CUST_001202,Male,59,48,100
CUST_001203,Male,45,58,25
CUST_001204,Female,26,42,25
CUST_001205,Female,38,55,63
CUST_001206,Female,32,64,72
CUST_001207,Female,53,30,86
CUST_001208,Male,28,68,53
CUST_001209,Female,41,73,18
CUST_001210,Female,59,56,1
CUST_001211,Female,25,30,1
CUST_001212,Female,29,30,34
CUST_001213,Male,50,57,95
CUST_001214,Male,60,60,50
CUST_001215,Male,39,62,88
CUST_001216,Female,19,52,42
CUST_001217,Female,36,68,35
CUST_001218,Male,67,64,36
CUST_001219,Male,34,33,87
CUST_001220,Male,25,95,65
CUST_001221,Male,20,93,10
CUST_001222,Male,27,71,25
CUST_001223,Male,55,33,31
CUST_001224,Male,69,81,74
CUST_001225,Female,29,47,60
CUST_001226,Female,34,81,48
CUST_001227,Female,23,45,86
CUST_001228,Female,28,65,47
CUST_001229,Male,27,68,64
CUST_001230,Male,41,64,52
CUST_001231,Female,46,40,28
CUST_001232,Female,34,63,53
CUST_001233,Male,28,60,95
CUST_001234,Female,51,64,7
CUST_001235,Male,39,69,94
CUST_001236,Male,56,27,56
CUST_001237,Female,64,49,89
CUST_001238,Male,41,71,49
CUST_001239,Male,43,34,80
CUST_001240,Male,54,90,75
CUST_001241,Male,27,46,98
CUST_001242,Female,44,15,36
CUST_001243,Male,32,36,58
CUST_001244,Male,46,89,17
CUST_001245,Male,24,82,91
CUST_001246,Male,48,81,81
CUST_001247,Female,56,68,79
CUST_001248,Female,50,63,82
CUST_001249,Female,62,79,45
CUST_001250,Male,47,71,37
CUST_001251,Female,24,68,93
CUST_001252,Male,38,85,27
CUST_001253,Female,56,53,95
CUST_001254,Male,59,40,77
CUST_001255,Female,49,36,82
CUST_001256,Male,66,57,32
CUST_001257,Female,45,84,64
CUST_001258,Female,47,78,15
CUST_001259,Female,22,41,58
CUST_001260,Female,32,50,30
CUST_001261,Female,54,85,54
CUST_001262,Female,55,37,24
CUST_001263,Female,29,55,52
CUST_001264,Male,19,34,48
CUST_001265,Female,20,75,74
CUST_001266,Female,32,72,84
CUST_001267,Female,69,23,10
CUST_001268,Male,48,37,76
CUST_001269,Female,63,65,37
CUST_001270,Female,68,58,3
CUST_001271,Male,18,84,93
CUST_001272,Female,68,52,27
CUST_001273,Male,57,87,75
CUST_001274,Male,28,63,82
CUST_001275,Male,22,89,56
CUST_001276,Female,51,54,92
CUST_001277,Male,41,15,39
CUST_001278,Male,54,74,30
CUST_001279,Female,25,25,54
CUST_001280,Female,46,65,39
CUST_001281,Female,21,63,59
CUST_001282,Female,60,66,92
CUST_001283,Male,21,28,96
CUST_001284,Male,64,22,21
CUST_001285,Female,35,78,67
CUST_001286,Male,18,25,2
CUST_001287,Female,63,74,59
CUST_001288,Male,24,84,100
CUST_001289,Female,25,36,4
CUST_001290,Male,56,50,28
CUST_001291,Female,50,88,49
CUST_001292,Male,65,29,97
CUST_001293,Female,27,69,47
CUST_001294,Male,67,68,11
CUST_001295,Male,56,45,41
CUST_001296,Male,52,75,72
CUST_001297,Male,51,63,47
CUST_001298,Female,40,67,81
CUST_001299,Female,20,47,54
CUST_001300,Female,42,44,62
CUST_001301,Male,33,70,40
CUST_001302,Female,56,57,1
CUST_001303,Female,18,78,32
CUST_001304,Female,50,58,88
CUST_001305,Male,48,82,54
CUST_001306,Female,40,44,4
CUST_001307,Female,22,68,25
CUST_001308,Male,18,73,65
CUST_001309,Male,19,70,84
CUST_001310,Female,30,89,45
CUST_001311,Male,37,76,42
CUST_001312,Male,44,54,68
CUST_001313,Male,54,108,86
CUST_001314,Female,21,73,50
CUST_001315,Female,54,90,69
CUST_001316,Male,54,80,93
CUST_001317,Female,40,62,70
CUST_001318,Male,42,67,1
CUST_001319,Male,28,64,23
CUST_001320,Female,69,69,86
CUST_001321,Male,36,79,92
CUST_001322,Female,51,83,79
CUST_001323,Female,55,93,54
CUST_001324,Male,66,52,27
CUST_001325,Female,40,52,33
CUST_001326,Male,36,101,98
CUST_001327,Female,36,65,9
CUST_001328,Female,62,29,7
CUST_001329,Female,21,15,100
CUST_001330,Male,39,51,75
CUST_001331,Male,32,48,52
CUST_001332,Female,44,53,69
CUST_001333,Male,35,66,75
CUST_001334,Female,67,47,88
CUST_001335,Male,60,77,18
CUST_001336,Male,29,26,82
CUST_001337,Female,56,67,42
CUST_001338,Male,23,88,37
CUST_001339,Male,68,79,66
CUST_001340,Female,21,87,66
CUST_001341,Male,46,67,9
CUST_001342,Female,67,71,87
CUST_001343,Female,69,66,74
CUST_001344,Female,65,54,68
CUST_001345,Female,56,77,33
CUST_001346,Female,33,85,56
CUST_001347,Male,50,30,47
CUST_001348,Female,22,45,64
CUST_001349,Male,47,53,49
CUST_001350,Female,32,44,96
CUST_001351,Male,25,36,37
CUST_001352,Female,59,62,48
CUST_001353,Male,38,72,92
CUST_001354,Male,22,83,86
CUST_001355,Female,33,47,54
CUST_001356,Male,51,74,66
CUST_001357,Female,68,56,40
CUST_001358,Male,41,38,71
CUST_001359,Female,59,65,53
CUST_001360,Male,34,110,77
CUST_001361,Female,58,51,20
CUST_001362,Male,25,80,45
CUST_001363,Male,49,44,55
CUST_001364,Male,33,44,26
CUST_001365,Female,27,55,68
CUST_001366,Male,32,32,93
CUST_001367,Male,42,54,45
CUST_001368,Male,24,24,93
CUST_001369,Male,23,89,9
CUST_001370,Female,35,52,78
CUST_001371,Male,51,60,29
CUST_001372,Male,26,64,56
CUST_001373,Male,47,41,98
CUST_001374,Female,65,68,58
CUST_001375,Male,50,41,16
CUST_001376,Male,44,56,93
CUST_001377,Female,21,79,12
CUST_001378,Female,39,83,87
CUST_001379,Female,39,69,92
CUST_001380,Female,44,42,99
CUST_001381,Female,60,27,54
CUST_001382,Female,40,56,1
CUST_001383,Male,52,50,7
CUST_001384,Female,57,47,6
CUST_001385,Male,64,84,81
CUST_001386,Male,21,66,29
CUST_001387,Male,63,69,68
CUST_001388,Male,28,56,62
CUST_001389,Female,34,29,70
CUST_001390,Male,67,91,71
CUST_001391,Male,44,59,52
CUST_001392,Male,43,59,52
CUST_001393,Female,19,38,62
CUST_001394,Female,61,96,90
CUST_001395,Female,53,49,31
CUST_001396,Female,21,88,41
CUST_001397,Male,21,60,60
CUST_001398,Female,45,80,47
CUST_001399,Female,62,69,13
CUST_001400,Male,39,70,49
CUST_001401,Female,22,62,48
CUST_001402,Female,65,54,45
CUST_001403,Female,29,34,75
CUST_001404,Female,22,91,1
CUST_001405,Male,34,82,59
CUST_001406,Female,49,44,10
CUST_001407,Male,64,68,30
CUST_001408,Male,60,44,14
CUST_001409,Female,31,69,53
CUST_001410,Female,23,75,94
CUST_001411,Male,49,85,86
CUST_001412,Female,18,74,88
CUST_001413,Female,61,71,17
CUST_001414,Female,39,66,70
CUST_001415,Female,29,42,22
CUST_001416,Male,67,46,96
CUST_001417,Female,23,55,61
CUST_001418,Female,35,49,35
CUST_001419,Male,41,26,1
CUST_001420,Female,60,43,90
CUST_001421,Female,60,53,11
CUST_001422,Male,25,59,16
CUST_001423,Female,44,50,50
CUST_001424,Male,26,63,70
CUST_001425,Male,65,68,34
CUST_001426,Female,22,22,72
CUST_001427,Female,34,37,6
CUST_001428,Female,26,15,57
CUST_001429,Female,57,64,18
CUST_001430,Male,57,98,83
CUST_001431,Male,56,39,19
CUST_001432,Female,31,63,23
CUST_001433,Male,45,58,91
CUST_001434,Male,59,62,42
CUST_001435,Male,42,79,14
CUST_001436,Male,24,89,98
CUST_001437,Female,59,65,52
CUST_001438,Male,33,57,34
CUST_001439,Male,59,77,63
CUST_001440,Female,38,55,35
CUST_001441,Male,38,40,47
CUST_001442,Female,48,70,64
CUST_001443,Female,59,75,44
CUST_001444,Male,46,50,17
CUST_001445,Male,33,92,72
CUST_001446,Male,27,74,58
CUST_001447,Male,51,15,73
CUST_001448,Female,18,42,68
CUST_001449,Male,59,77,18
CUST_001450,Male,35,66,1
CUST_001451,Male,47,73,9
CUST_001452,Female,21,63,64
CUST_001453,Male,22,52,97
CUST_001454,Male,65,52,30
CUST_001455,Female,41,74,58
CUST_001456,Male,52,43,67
CUST_001457,Female,24,56,24
CUST_001458,Female,33,48,29
CUST_001459,Male,48,89,40
CUST_001460,Male,39,60,25
CUST_001461,Male,26,33,48
CUST_001462,Male,33,78,96
CUST_001463,Male,44,16,5
CUST_001464,Male,69,63,44
CUST_001465,Male,65,51,47
CUST_001466,Male,32,67,73
CUST_001467,Female,48,66,85
CUST_001468,Female,55,49,83
CUST_001469,Male,31,48,21
CUST_001470,Female,22,55,91
CUST_001471,Female,37,84,61
CUST_001472,Male,58,67,11
CUST_001473,Male,39,48,14
CUST_001474,Male,49,65,67
CUST_001475,Male,31,81,85
CUST_001476,Male,61,42,97
CUST_001477,Male,37,58,68
CUST_001478,Male,46,99,61
CUST_001479,Female,51,85,34
CUST_001480,Male,67,44,97
CUST_001481,Male,39,54,66
CUST_001482,Female,34,89,49
CUST_001483,Female,66,67,95
CUST_001484,Male,69,50,33
CUST_001485,Female,55,43,43
CUST_001486,Male,53,63,25
CUST_001487,Male,22,102,54
CUST_001488,Male,40,91,27
CUST_001489,Male,41,46,30
CUST_001490,Female,48,59,81
CUST_001491,Male,34,54,60
CUST_001492,Female,66,64,89
CUST_001493,Male,44,75,30
CUST_001494,Female,27,46,76
CUST_001495,Male,57,57,30
CUST_001496,Male,24,80,29
CUST_001497,Female,65,42,28
CUST_001498,Male,62,50,44
CUST_001499,Male,18,85,14
CUST_001500,Male,40,49,36
CUST_001501,Female,58,15,35
CUST_001502,Female,52,72,94
CUST_001503,Female,27,34,16
CUST_001504,Female,46,66,60
CUST_001505,Male,67,74,91
CUST_001506,Male,46,24,92
CUST_001507,Male,45,46,6
CUST_001508,Female,48,15,20
CUST_001509,Male,35,78,27
CUST_001510,Female,22,63,96
CUST_001511,Male,31,66,75
CUST_001512,Male,54,72,89
CUST_001513,Male,61,88,32
CUST_001514,Female,61,52,97
CUST_001515,Male,34,69,6
CUST_001516,Male,63,50,56
CUST_001517,Female,24,52,54
CUST_001518,Female,41,60,46
CUST_001519,Male,43,69,41
CUST_001520,Female,18,86,83
CUST_001521,Male,37,59,93
CUST_001522,Female,25,98,41
CUST_001523,Male,57,55,34
CUST_001524,Female,31,34,39
CUST_001525,Female,46,75,62
CUST_001526,Female,30,15,32
CUST_001527,Female,56,61,50
CUST_001528,Female,66,55,25
CUST_001529,Male,43,56,22
CUST_001530,Male,66,52,87
CUST_001531,Female,19,46,31
CUST_001532,Female,60,63,10
CUST_001533,Female,34,79,18
CUST_001534,Male,22,48,73
CUST_001535,Male,64,47,91
CUST_001536,Female,69,58,40
CUST_001537,Male,20,73,91
CUST_001538,Male,22,75,7
CUST_001539,Female,61,74,57
CUST_001540,Female,23,50,34
CUST_001541,Male,22,56,99
CUST_001542,Male,61,26,71
CUST_001543,Female,40,56,32
CUST_001544,Male,28,69,85
CUST_001545,Female,21,49,11
CUST_001546,Female,22,61,19
CUST_001547,Female,28,34,64
CUST_001548,Male,55,84,32
CUST_001549,Female,62,70,10
CUST_001550,Female,27,41,97
CUST_001551,Male,58,45,75
CUST_001552,Male,39,73,91
CUST_001553,Male,19,67,67
CUST_001554,Female,36,49,47
CUST_001555,Female,44,45,89
CUST_001556,Male,26,78,43
CUST_001557,Female,31,52,70
CUST_001558,Female,63,64,69
CUST_001559,Male,50,73,54
CUST_001560,Male,38,75,55
CUST_001561,Female,39,41,56
CUST_001562,Female,44,59,12
CUST_001563,Male,20,66,40
CUST_001564,Male,52,38,88
CUST_001565,Male,40,37,60
CUST_001566,Male,62,90,14
CUST_001567,Male,54,21,27
CUST_001568,Male,35,67,23
CUST_001569,Male,37,72,50
CUST_001570,Female,20,54,77
CUST_001571,Male,51,69,73
CUST_001572,Male,37,58,89
CUST_001573,Female,24,79,80
CUST_001574,Female,69,51,56
CUST_001575,Female,30,57,17
CUST_001576,Male,60,64,41
CUST_001577,Male,24,57,13
CUST_001578,Female,22,55,86
CUST_001579,Female,37,71,2
CUST_001580,Female,35,69,78
CUST_001581,Male,26,74,37
CUST_001582,Female,26,28,75
CUST_001583,Male,23,45,79
CUST_001584,Male,57,86,17
CUST_001585,Female,29,91,46
CUST_001586,Male,41,67,66
CUST_001587,Male,67,48,81
CUST_001588,Female,46,44,57
CUST_001589,Male,36,67,83
CUST_001590,Female,34,39,65
CUST_001591,Female,68,31,10
CUST_001592,Female,19,68,37
CUST_001593,Male,33,39,45
CUST_001594,Male,25,52,54
CUST_001595,Female,53,73,39
CUST_001596,Male,18,62,85
CUST_001597,Male,48,34,88
CUST_001598,Male,32,41,56
CUST_001599,Female,67,70,22
CUST_001600,Female,65,52,70
CUST_001601,Female,19,29,74
CUST_001602,Male,59,63,39
CUST_001603,Female,66,93,28
CUST_001604,Female,35,42,57
CUST_001605,Female,60,53,10
CUST_001606,Male,37,44,9
CUST_001607,Male,49,56,50
CUST_001608,Female,25,56,76
CUST_001609,Male,64,46,27
CUST_001610,Female,53,98,82
CUST_001611,Female,50,45,54
CUST_001612,Male,36,59,8
CUST_001613,Female,67,88,55
CUST_001614,Male,64,72,33
CUST_001615,Female,40,87,74
CUST_001616,Male,42,87,69
CUST_001617,Male,63,72,43
CUST_001618,Male,37,53,74
CUST_001619,Female,49,102,47
CUST_001620,Female,24,42,28
CUST_001621,Male,52,44,35
CUST_001622,Female,52,44,79
CUST_001623,Female,54,51,39
CUST_001624,Female,45,85,51
CUST_001625,Male,45,40,71
CUST_001626,Male,29,56,39
CUST_001627,Male,57,52,26
CUST_001628,Female,58,59,76
CUST_001629,Female,65,70,39
CUST_001630,Female,60,79,94
CUST_001631,Female,31,68,30
CUST_001632,Male,61,48,38
CUST_001633,Male,33,51,3
CUST_001634,Female,69,58,78
CUST_001635,Male,54,50,65
CUST_001636,Female,18,88,81
CUST_001637,Male,59,44,36
CUST_001638,Male,37,33,21
CUST_001639,Female,60,87,35
CUST_001640,Female,29,30,33
CUST_001641,Female,58,52,43
CUST_001642,Male,67,38,77
CUST_001643,Male,59,47,79
CUST_001644,Female,32,74,98
CUST_001645,Male,64,44,47
CUST_001646,Male,66,76,78
CUST_001647,Female,68,52,18
CUST_001648,Male,61,45,77
CUST_001649,Female,56,37,75
CUST_001650,Male,64,66,22
CUST_001651,Male,55,55,4
CUST_001652,Male,66,57,77
CUST_001653,Male,64,43,2
CUST_001654,Male,51,92,82
CUST_001655,Female,56,28,97
CUST_001656,Female,54,52,68
CUST_001657,Female,21,59,47
CUST_001658,Male,49,45,97
CUST_001659,Female,23,63,12
CUST_001660,Male,67,70,49
CUST_001661,Male,66,42,28
CUST_001662,Female,68,51,38
CUST_001663,Male,49,58,47
CUST_001664,Female,25,74,66
CUST_001665,Male,30,44,29
CUST_001666,Female,41,15,42
CUST_001667,Female,43,50,43
CUST_001668,Male,58,64,9
CUST_001669,Male,22,44,70
CUST_001670,Male,65,81,68
CUST_001671,Male,22,48,48
CUST_001672,Male,64,43,3
CUST_001673,Female,18,38,15
CUST_001674,Male,24,73,10
CUST_001675,Female,29,19,34
CUST_001676,Female,37,66,3
CUST_001677,Female,68,85,42
CUST_001678,Male,44,73,22
CUST_001679,Female,27,101,85
CUST_001680,Male,21,68,41
CUST_001681,Male,57,75,29
CUST_001682,Male,45,55,42
CUST_001683,Male,37,63,5
CUST_001684,Male,61,57,43
CUST_001685,Male,67,71,10
CUST_001686,Female,67,65,82
CUST_001687,Female,26,48,11
CUST_001688,Male,44,54,90
CUST_001689,Male,41,70,35
CUST_001690,Male,38,30,11
CUST_001691,Female,23,70,61
CUST_001692,Female,45,71,26
CUST_001693,Male,62,105,68
CUST_001694,Female,26,97,30
CUST_001695,Male,57,65,24
CUST_001696,Male,18,53,74
CUST_001697,Female,49,27,86
CUST_001698,Female,24,93,13
CUST_001699,Male,31,44,43
CUST_001700,Male,63,41,75
CUST_001701,Male,50,40,8
CUST_001702,Male,38,58,86
CUST_001703,Male,42,38,54
CUST_001704,Male,65,62,71
CUST_001705,Female,52,87,16
CUST_001706,Female,25,27,73
CUST_001707,Female,23,56,40
CUST_001708,Male,27,56,41
CUST_001709,Female,44,63,73
CUST_001710,Male,54,88,62
CUST_001711,Female,46,87,98
CUST_001712,Female,61,80,43
CUST_001713,Male,43,73,23
CUST_001714,Female,36,29,83
CUST_001715,Male,57,51,55
CUST_001716,Female,60,80,66
CUST_001717,Female,43,54,81
CUST_001718,Male,65,35,31
CUST_001719,Male,67,66,72
CUST_001720,Male,28,58,31
CUST_001721,Female,18,81,15
CUST_001722,Male,20,67,62
CUST_001723,Male,22,71,31
CUST_001724,Male,27,44,93
CUST_001725,Female,20,64,77
CUST_001726,Female,60,95,83
CUST_001727,Male,67,42,65
CUST_001728,Male,18,81,24
CUST_001729,Female,36,49,62
CUST_001730,Female,23,98,42
CUST_001731,Female,60,34,9
CUST_001732,Male,30,52,93
CUST_001733,Male,28,78,48
CUST_001734,Female,66,46,94
CUST_001735,Female,32,76,78
CUST_001736,Male,61,58,81
CUST_001737,Female,33,36,55
CUST_001738,Female,37,67,9
CUST_001739,Female,39,48,75
CUST_001740,Male,21,44,21
CUST_001741,Male,59,91,55
CUST_001742,Male,45,63,3
